title,company,location,salary,description,city,state,coded_sal,"Arlington,  VA","Atlanta,  GA","Baltimore,  MD","Bellevue,  WA","Berkeley,  CA","Beverly Hills,  CA","Billerica,  MA","Boston,  MA","Boulder,  CO","Brisbane,  CA","Cambridge,  MA","Campbell,  CA","Charlottesville,  VA","Cherry Hill,  NJ","Chicago,  IL","Collegeville,  PA","Columbia,  MD","Coral Gables,  FL","Denver,  CO","Downers Grove,  IL","Durham,  NC","East Hanover,  NJ","Evanston,  IL","Houston,  TX","Iowa City,  IA","Jacksonville,  FL","Lacey,  WA","Laurel,  MD","Los Angeles,  CA","Manhattan,  NY","Marietta,  GA","Miami,  FL","Mountain View,  CA","New Jersey, NJ","New York,  NY","Newton,  MA","Norcross,  GA","Northridge,  CA","Oakland,  CA","Ohio, OH","Palo Alto,  CA","Pasadena,  CA","Philadelphia,  PA","Pleasanton,  CA","Quincy,  MA","Raleigh,  NC","Redwood City,  CA","Reston,  VA","Rockville,  MD","Rosemont,  IL","Roswell,  GA","Salt Lake City,  UT","San Diego,  CA","San Francisco Bay Area,  CA","San Francisco,  CA","San Jose,  CA","San Mateo,  CA","Santa Clara,  CA","Seattle,  WA","Silver Spring,  MD","Somerville,  MA","Sunnyvale,  CA","Torrance,  CA","Washington,  DC","Watertown,  MA","Wellesley,  MA","Wilmington,  DE"
Overdose Prevention Coordinator,DEPT. OF HOMELESS SERVICES,"Manhattan,  NY",83421,"Perform data collection and track and analyze naloxone distribution data and overdose reversal reports, create and manage reports, prepare quarterly Intranasal...",Manhattan, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Postdoctoral Fellow,Icahn School of Medicine at Mount Sinai,"New York,  NY",55000,The applicant should also be fluent in a one or several data programming languages such as R. Other important requirements for this position are handling of BIG...,New York, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Systematic Quantitative Analyst - Multi-billion Dolla...,Averity,"New York,  NY",200000,"Looking for a strong Quantitative Analyst, Researcher or Data Scientist who is interested in an opportunity to work at one of the most reputable, top...",New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Manager, Client Strategy",DemystData,"New York,  NY",92500,"We are a collection of engineers, data scientists and industry experts. DemystData transforms the way financial institutions harness data....",New York, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marketing Research Analyst/Consumer Insights Analyst,The Forum Group,"New York,  NY",55000,"Work with Group Manager/Director on client requests, analyze data and produce deliverables. Should be able to interpret data from different perspectives, assist...",New York, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Full-Stack Data Scientist,Averity,"New York,  NY",130000,We are looking for a data scientist that can utilize data from start to finish to join one of the most exciting data research companies in New York....,New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Water Resources Analyst,DEPT OF ENVIRONMENT PROTECTION,"New York,  NY",79249,"Experience with ESRI software and spatial data analysis, water resources and stormwater management concepts are highly desired....",New York, NY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Big Data Engineer,Harnham,"New York,  NY",140000,You will join the data engineering team and work closely with other software engineers and data scientists. Senior Big Data Engineer....,New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Engineer,Harnham,"New York,  NY",175000,"Senior Data Engineer. Design, implement and maintain high performance data infrastructure/systems, data processing pipelines....",New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Security Research Analyst-Virtual Nationwide,ALC Staffing Associates,"New York,  NY",118000,Experience applying data science approaches to the malware analysis problem space. Assess technical data derived from malware analysis to draw conclusions...,New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Head of Machine Learning,Execu | Search,"New York,  NY",162500,Experience working with and managing large data sets. 5+ years of experience in a Machine Learning role utilizing natural language processing and data mining....,New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manager of Statistical Programming,Whiz Finder Corporation,"East Hanover,  NJ",150000,"Generate data listings, tables and figures from clinical data, using SAS or other statistical software. Program statistical analysis of the clinical data under...",East Hanover, NJ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Quantitative Analyst,Execu | Search,"New York,  NY",175000,"Analyze large structured and unstructured data sets such as internal trade data, risk data, fundamental data, and sentiment data....",New York, NY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Software Engineer - Machine Learning,NxT Level,"Seattle,  WA",117500,Practical experience in using statistics in analyzing and processing data. You’ll join a top-notch technology team that is dedicated to solving some of the...,Seattle, WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Internet Research Analyst,"G2 Web Services, LLC","Bellevue,  WA",35000,"Located in Bellevue, WA we are seeking an experienced data entry person who can review websites and enter them into appropriate content categories....",Bellevue, WA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Environmental Compliance Coordinator,King County,"Seattle,  WA",93350,"Skill in analyzing and interpreting technical data. FESU is the Division's professional and technical services unit that consists of approximately 30 engineers,...",Seattle, WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Business Intelligence Scientist,All-In Analytics,"Seattle,  WA",125000,"Business Intelligence Scientist. SQL, Digital Analytics, eCommerce, Big Data, A/B Testing, data mining, data analysis, reporting, dashboarding, product...",Seattle, WA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Senior Data Scientist,Smith Hanley Associates,"Seattle,  WA",160000,"Senior Data Scientist. You must have a minimum of 4 years' industry experience working with real data (data cleaning, data visualization and modeling)....",Seattle, WA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Predoctoral Research Fellow,Seattle Children's Hospital,"Seattle,  WA",45850,"The fellow will be mentored by the program director, a computer scientist and developmental researcher, and involved in an active community of clinical and...",Seattle, WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Software Development Engineer (Back End) (Local candidates o...,Laetus Recruitment,"Seattle,  WA",135000,"The position is at a fast-growing startup in an emerging industry consisting of data scientists, engineers, product marketers and financiers....",Seattle, WA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Associate Analytics Analyst - Liberty Mutual Surety,Liberty Mutual,"Seattle,  WA",59500,Opportunities to advance through Advanced Analytics and Data Scientist career tracks. Summarize and create visualizations of data....,Seattle, WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Variant Scientist (Remote),Lighthouse Recruiting,"Seattle,  WA",95000,"Join our Medical Laboratory Scientists Groups:. Familiarity with databases, tools, and resources commonly used in interpretation of genomic data....",Seattle, WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Bioinformatics Analyst,Lighthouse Recruiting,"Seattle,  WA",85000,Working with a team of scientists to develop new technologies and protocols and scaling genomic data production....,Seattle, WA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Senior Safety Scientist,Das Consulting,"San Francisco,  CA",225000,"SENIOR SAFETY SCIENTIST*. Core Data SheetLead/support PDS post-marketing safety study activities. Ability to evaluate, interpret and synthesize scientific data...",San Francisco, CA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Senior Scientist III, Pre-Clinical Safety",EPM Scientific,"Redwood City,  CA",140000,"Senior Scientist III/ Research Scientist, Pre-Clinical Safety*. Principal Scientist | GLP Toxicology*. Specific role includes maintaining knowledge of emerging...",Redwood City, CA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Associate Data Scientist,Harnham,"San Mateo,  CA",130000,Associate Data Scientist. YOUR ROLE AS ASSOCIATE DATA SCIENTIST:. Prior experience in a Data Science or Analytical capacity....,San Mateo, CA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist (Python),Workbridge Associates,"San Francisco,  CA",170000,"This is an excellent opportunity for junior full-stack data scientists that want to own the entire modeling and data pipeline, and seek an opportunity with an...",San Francisco, CA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Senior Data Scientist,Workbridge Associates,"San Francisco,  CA",200000,One of the largest media conglomerates in the world is looking to bring on a Senior Data Scientist onto their Media Processing team....,San Francisco, CA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Data Acquisition Programmer,Ceres Imaging,"Oakland,  CA",120000,"Data Acquisition Programmer. Strong background programming hardware or instrumentation, preferably with an emphasis on data collection/logging....",Oakland, CA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Director of Data Science,Harnham,"San Francisco,  CA",230000,"Data Science, Data Scientist, Director, Head of, VP, Big Data, R, SQL, Python, Insight, Analytics, Data, Statistics, Modelling, Machine Learning....",San Francisco, CA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1809 Education Policy Analyst - Research, Evaluation, Policy...",San Francisco Unified School District - COE,"San Francisco,  CA",102473,Promote the use of this progress data by internal and external stakeholder groups. Advise district leadership and decision-making committees on findings from...,San Francisco, CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Senior Research Engineer (Machine Learning),Workbridge Associates,"San Francisco,  CA",150000,Experience working closely with data engineering's. Fraud detection and big data analytics software startup in San Mateo is hiring a Senior Research Engineer...,San Francisco, CA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Teradata Analyst,International Solution Sources LLC,"San Francisco,  CA",50000,"A genuine interest in pursuing a career in Data Analytics / Data Scientist, implementing analytical techniques and concepts such as;...",San Francisco, CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Algorithm Software Sequencing Scientist,PLE,"San Francisco Bay Area,  CA",135000,"Algorithm Software Sequencing Scientist*. That's because you will not only be working with the best scientists in the country, you will also be doing the most...",San Francisco Bay Area, CA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist (Machine Learning),Corporate Labs Technology,"Brisbane,  CA",145000,"Machine Learning Developer Brisbane, CA Sign on bonus Stocks! Up to 10% bonuses $110-180k depending on experience Fast growing social media company is",Brisbane, CA,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marketing and Recruitment Specialist Job - Fung Inst.,University of California Berkeley,"Berkeley,  CA",67850,"Ensures all data is current and solicits new content on a regular basis. The Coleman Fung Institute for Engineering Leadership, launched in January 2010,...",Berkeley, CA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Scientist (Python),Workbridge Associates,"San Francisco,  CA",170000,"This is an excellent opportunity for junior full-stack data scientists that want to own the entire modeling and data pipeline, and seek an opportunity with an...",San Francisco, CA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Algorithm Engineer,3coast,"San Mateo,  CA",150000,Build scalable data systems using Hadoop stack technologies. Prior experience applying strong mathematics fundamentals in data analysis and modeling....,San Mateo, CA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Sr. Customer Success Manager,Smarking,"San Francisco,  CA",80000,"Smarking is a group of driven data scientists, MIT PhDs, engineers, transportation nerds, and business professionals working to introduce elegant solutions to...",San Francisco, CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Planning and Research Analyst (HSI-Grant Funded),San Mateo County Community College District,"San Mateo,  CA",97116,"Uses software packages to retrieve, edit, and tabulate data from various databases and files and data sources;...",San Mateo, CA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Public Health Research Analyst,Metropolitan Area Planning Council,"Boston,  MA",60000,"Proficiency with R, Python, PostgresSQL, STATA, or other statistical and data management tools preferred. Analyze both traditional and non-traditional data...",Boston, MA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Visualization Research Specialist,Northeastern University - Network Science Institut...,"Boston,  MA",50000,"The lab of Professor Albert-László Barabási, together with the Network Science Institute at Northeastern University and the Division of Network Medicine at...",Boston, MA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Analyst/Senior Analyst, Advanced Analytics",Liberty Mutual,"Boston,  MA",94100,"Preferred experience manipulating and analyzing data. Participate in discussions with key stakeholders, such as Underwriting, and GS Analytics modeling team...",Boston, MA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Analytics Manager / Machine Learning Specialist,Strategic Employment Partners,"Newton,  MA",130000,"5+ years of experience as a Data Analytics Manager, Machine Learning Engineer, Data Scientist, etc. Work with various team members ranging from Data Scientists,...",Newton, MA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Logistics Technician,Abcam,"Cambridge,  MA",38500,"Process incoming shipments from suppliers, ensuring accuracy of all product data. Abcam Logistics is focused on providing the world’s best research tools to...",Cambridge, MA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sr. Quantitative Analyst,Huxley Associates,"Boston,  MA",200000,The Analyst will focus on Equity research across a number of key initiatives and provide investment insights through the use of broad data and analytic tools....,Boston, MA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Software Engineers (Scala / Java / Python, Hadoop, Machine L...",WinterWyman,"Boston,  MA",120000,"Any experience with big data, machine learning, Hadoop, messaging frameworks, etc. is a plus. You will work on consumer and enterprise (SaaS) systems that...",Boston, MA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Machine Learning Engineer,Darwin Recruitment,"Boston,  MA",175000,"Experience with data processing and storage frameworks like Hadoop, Scaling, Spark. Apply machine learning, NLP and deep learning methods to huge data sets....",Boston, MA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Analyst III,Commonwealth of Massachusetts,"Boston,  MA",66890,"Determine methods and procedures for data collection, including developing or identifying appropriate data collection tools and protocols;...",Boston, MA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lead Data Scientist,All-In Analytics,"Wellesley,  MA",145000,Deep knowledge of advanced analytics tools and languages to analyze large data sets from multiple data sources....,Wellesley, MA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Sr. Data Architect,All-In Analytics,"Boston,  MA",190000,"The dashboards will be internationalized and used by our data associates, research scientists, and managers around the world....",Boston, MA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SENIOR DIRECTOR OF DATA SCIENCE - RETAIL,Harnham,"Boston,  MA",180000,"Team management, mentoring & leadership experience overseeing highly-educated data scientists & analysts. A Data Science & Machine Learning approach is required...",Boston, MA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer,Jobspring Partners,"Boston,  MA",150000,Analytics automation company in downtown Boston is looking to hire a Senior Data Scientist to join their newly formed Data Services team....,Boston, MA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Research Analyst,"Asset Recovery Advisors, Inc.","Newton,  MA",32500,Data entry pertaining to ongoing research and data management using excel and other processing software. Is a Massachusetts based research firm specializing in...,Newton, MA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Senior Machine Learning Engineer,Darwin Recruitment,"Boston,  MA",175000,"Experience with data processing and storage frameworks like Hadoop, Scaling, Spark. Apply machine learning, NLP and deep learning methods to huge data sets....",Boston, MA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lead Scientist, Computational Biology",HireMinds,"Cambridge,  MA",100000,"Data analysis and integration into refinements of the algorithm. Exciting, new Cambridge, MA Start-Up Company backed by well-known Venture Firm is looking to...",Cambridge, MA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Director I, Applied Science, Solaria Labs",Liberty Mutual,"Boston,  MA",144550,"As a Data Scientist focused on ML, you will utilize current and emerging ML techniques to build predictive models from large structured and unstructured data...",Boston, MA,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Market Research Analyst,AP Staffing,"Boston,  MA",36000,Ability to maintain attention to detail while accurately interpreting source data. Experience in a data driven or research based role using primary and...,Boston, MA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
